Date,diff_PM10,PM2.5_squared,PM2.5,roll_mean_PM10_7d,cum_count_high_NO2,dew_point_2m (°C),diff_PM2.5,roll_var_PM2.5_7d,PM10
2023-11-19 06:00:00+00:00,-0.050845632483297765,0.6310711776020947,0.7943998851976848,1.6012466614266183,1109,0.2378894545340401,-0.004849319717333822,0.0012258444386158863,1.5336381084427573
2023-11-19 07:00:00+00:00,-0.346443320493947,0.5378935278347371,0.7334122495805051,1.583475587679507,1109,0.2378894545340401,-0.06098763561717968,0.0014493309869390708,1.1871947879488103
2023-11-19 08:00:00+00:00,-0.2843365428442395,0.4582302477146469,0.6769270623299433,1.51264609794971,1109,0.2468050594573727,-0.05648518725056184,0.003375035390945136,0.9028582451045708
2023-11-19 09:00:00+00:00,-0.16524349338348143,0.4015334162276975,0.6336666444020054,1.3217276499059807,1109,0.26481292664167,-0.04326041792793789,0.005050512809550538,0.7376147517210894
2023-11-19 10:00:00+00:00,-0.09003162881708793,0.3894157508870553,0.6240318508594376,1.195148366257587,1109,0.28908738200777584,-0.009634793542567799,0.006778199682074273,0.6475831229040014
2023-11-19 11:00:00+00:00,0.0,0.37700895559311337,0.6140105500666201,1.0344222685644695,1109,0.28908738200777584,-0.010021300792817489,0.006315261281173354,0.6475831229040014
2023-11-19 12:00:00+00:00,-0.25239386904817607,0.3241837319257255,0.5693713480020974,0.8645230561258651,1110,0.30436908848870836,-0.044639202064522654,0.005993285418934637,0.3951892538558254
2023-11-19 13:00:00+00:00,-0.23869812190721992,0.2653676805376856,0.5151385061686669,0.6677877737695577,1110,0.3629771025030327,-0.05423284183343058,0.004966727652829912,0.15649113194860545
2023-11-19 14:00:00+00:00,-0.6433492983518835,0.14376747960196568,0.37916682291831083,0.4286373517192594,1110,0.3940801730047784,-0.13597168325035602,0.00994992749453226,-0.486858166403278
2023-11-19 15:00:00+00:00,-0.34391807092571297,0.08353313529884505,0.2890209945641407,0.18097528280017913,1110,0.4096842311132861,-0.09014582835417012,0.01803207143822892,-0.830776237328991
2023-11-19 16:00:00+00:00,0.23839861254878425,0.10405042315591688,0.3225684782428638,-0.009023628128577424,1110,0.4096842311132861,0.03354748367872307,0.019839917763120832,-0.5923776247802067
2023-11-19 17:00:00+00:00,0.9314470858722363,0.21648557291038337,0.4652801015629009,-0.05309700838743053,1111,0.4003178769360806,0.14271162332003712,0.015465481883667554,0.3390694610920297
2023-11-19 18:00:00+00:00,0.6767780851822225,0.4015334162276975,0.6336666444020054,-0.00048780504882328657,1112,0.387847899167602,0.16838654283910448,0.0165910135561278,1.0158475462742522
2023-11-19 19:00:00+00:00,0.3828171269388969,0.5378935278347371,0.7334122495805051,0.14286582628793726,1113,0.3660805609473684,0.09974560517849973,0.02677333887743097,1.3986646732131491
2023-11-19 20:00:00+00:00,0.21062834458298352,0.6152787762382487,0.7843970781678427,0.35040895283758394,1114,0.34439186828581636,0.05098482858733755,0.04056311483862594,1.6092930177961327
2023-11-19 21:00:00+00:00,0.2703969772158703,0.7038586766042992,0.8389628577024726,0.6884872616111956,1115,0.33512382426193316,0.05456577953462993,0.049891358162620005,1.879689995012003
2023-11-19 22:00:00+00:00,-0.19826695658748106,0.675886209619829,0.8221229893512461,1.0473728724331262,1116,0.33512382426193316,-0.016839868351226528,0.03859834235285567,1.681423038424522
2023-11-19 23:00:00+00:00,-0.20036280833066833,0.6310711776020947,0.7943998851976848,1.3435782802722773,1117,0.3413006013474825,-0.027723104153561273,0.017771775263938343,1.4810602300938536
2023-11-20 00:00:00+00:00,-0.2938654421450433,0.5378935278347371,0.7334122495805051,1.4647390412518178,1118,0.34748499449645787,-0.06098763561717968,0.004864600365698988,1.1871947879488103
2023-11-20 01:00:00+00:00,0.346443320493947,0.6464197790398204,0.8040023501457072,1.538709121561604,1119,0.34748499449645787,0.0705901005652021,0.0016712088004596712,1.5336381084427573
2023-11-20 02:00:00+00:00,-0.25220705171056945,0.5736639941915704,0.7574060959561723,1.5219614620643236,1119,0.35367665795970366,-0.04659625418953495,0.001322906844297627,1.2814310567321878
2023-11-20 03:00:00+00:00,-0.19470183064480517,0.5094031146626631,0.7137248171828293,1.4473094918202167,1119,0.3629771025030327,-0.043681278773342935,0.00218423593510558,1.0867292260873826
2023-11-20 04:00:00+00:00,-0.26421261250223393,0.447371392542185,0.668858275378413,1.296284723044952,1119,0.37229224615157147,-0.04486654180441629,0.003007258510103346,0.8225166135851487
2023-11-20 05:00:00+00:00,0.04070903182984531,0.447371392542185,0.668858275378413,1.1793993811864478,1120,0.37229224615157147,0.0,0.002998937544375515,0.863225645414994
2023-11-20 06:00:00+00:00,-0.12561089369390466,0.37700895559311337,0.6140105500666201,1.0731928842760527,1121,0.3660805609473684,-0.05484772531179294,0.004038587922242469,0.7376147517210894
2023-11-20 07:00:00+00:00,0.3140891084179449,0.4015334162276975,0.6336666444020054,1.0538370374460848,1122,0.3598752763819614,0.019656094335385288,0.00463527412233121,1.0517038601390343
2023-11-20 08:00:00+00:00,0.06925861821506207,0.4015334162276975,0.6336666444020054,0.9948833760048476,1123,0.3691856192305131,0.0,0.0025548885086583875,1.1209624783540963
2023-11-20 09:00:00+00:00,0.5127485892703625,0.5094031146626631,0.7137248171828293,1.0452090918466006,1124,0.3940801730047784,0.08005817278082394,0.0015551955747363743,1.6337110676244588
2023-11-20 10:00:00+00:00,-0.38304914553418157,0.35126877854509325,0.592679321847062,1.0686280484184427,1125,0.42219015219269274,-0.12104549533576736,0.001633430101156399,1.2506619220902773
2023-11-20 11:00:00+00:00,-0.6030787991862758,0.2653676805376856,0.5151385061686669,1.0436375497497072,1126,0.4441203114752199,-0.0775408156783951,0.003863215204651859,0.6475831229040014
2023-11-20 12:00:00+00:00,0.3315353658324989,0.3100914614189245,0.5568585650045481,1.0601936702242083,1127,0.45981714185949657,0.04172005883588126,0.004000473318616976,0.9791184887365003
2023-11-20 13:00:00+00:00,-0.03764686930166794,0.3379031433866201,0.5812943689617336,1.0893160798976,1128,0.4661029942582846,0.024435803957185476,0.00409366729530125,0.9414716194348324
2023-11-20 14:00:00+00:00,0.2457231685139779,0.36429848953019645,0.6035714452574744,1.1086719267275682,1129,0.4692473966139889,0.022277076295740827,0.003924056420261997,1.1871947879488103
2023-11-20 15:00:00+00:00,-0.2843365428442395,0.3379031433866201,0.5812943689617336,1.077514179120493,1130,0.4661029942582846,-0.022277076295740827,0.0037205127796453795,0.9028582451045708
2023-11-20 16:00:00+00:00,0.378572811627617,0.37700895559311337,0.6140105500666201,1.02718846327874,1131,0.45353530698731637,0.0327161811048865,0.0010976974264425398,1.2814310567321878
2023-11-20 17:00:00+00:00,0.4689204789439205,0.47929784716617024,0.6923134024169764,1.0985726937910016,1132,0.43471495180191944,0.07830285235035628,0.0030088231739047373,1.7503515356761083
2023-11-20 18:00:00+00:00,0.14989199673059694,0.5560766312043692,0.7457054587465276,1.2775241808628164,1133,0.4284502598821728,0.05339205632955124,0.004690745347527348,1.9002435324067053
2023-11-20 19:00:00+00:00,-0.14989199673059694,0.5990143698990217,0.773960186249281,1.3877003304256177,1134,0.42219015219269274,0.028254727502753374,0.006492344122473948,1.7503515356761083
2023-11-20 20:00:00+00:00,0.209984573623077,0.661350289767176,0.8132344617434606,1.5332524004062393,1135,0.4190618588062359,0.03927427549417961,0.008400118542388153,1.9603361092991853
2023-11-20 21:00:00+00:00,0.20258340120965568,0.7620875656681939,0.8729762686741226,1.6726416464862441,1136,0.4190618588062359,0.059741806930662,0.011082937901540966,2.162919510508841
2023-11-20 22:00:00+00:00,0.01719189952923461,0.7920050194096975,0.8899466385181178,1.8551063843338873,1137,0.41280888004608696,0.016970369843995248,0.009635545338243996,2.1801114100380756
2023-11-20 23:00:00+00:00,0.01700758339531161,0.7802275467531334,0.8833049002202656,1.9859189467197729,1138,0.4096842311132861,-0.0066417382978521955,0.0058373400426481635,2.1971189934333872
2023-11-21 00:00:00+00:00,0.14539894767607597,0.8527500957649733,0.9234446901493198,2.0705141474959663,1138,0.3940801730047784,0.040139789929054204,0.004386125719526753,2.342517941109463
2023-11-21 01:00:00+00:00,-0.14539894767607597,0.8204210843899354,0.9057709889314933,2.112924927642635,1138,0.38473385708303715,-0.01767370121782652,0.0028431107581017457,2.1971189934333872
2023-11-21 02:00:00+00:00,0.06626596258016804,0.8368140221222498,0.9147753943576804,2.1862154162622707,1138,0.42219015219269274,0.009004405426187079,0.0013513331757406967,2.2633849560135553
2023-11-21 03:00:00+00:00,-0.18934106798636208,0.7861469329350923,0.8866492727877762,2.2024593846519864,1138,0.425319624854249,-0.02812612156990424,0.00033552502710116917,2.074043888027193
2023-11-21 04:00:00+00:00,-0.7926128312950054,0.5649421833732148,0.7516263588866577,2.076532462683893,1139,0.425319624854249,-0.13502291390111842,0.0033986510202791563,1.2814310567321878
2023-11-21 05:00:00+00:00,-0.06217203049390463,0.5378935278347371,0.7334122495805051,1.9392678364267795,1139,0.4315820408517923,-0.018214109306152637,0.006346677635669438,1.2192590262382832
2023-11-21 06:00:00+00:00,-0.13252980015090055,0.5190701867519354,0.7204652571442536,1.780640726805922,1140,0.4284502598821728,-0.012946992436251525,0.008706832639010021,1.0867292260873826
2023-11-21 07:00:00+00:00,-0.14525760665255028,0.4688693500797981,0.6847403523086675,1.5804912522809746,1141,0.425319624854249,-0.0357249048355861,0.00970875879516179,0.9414716194348324
2023-11-21 08:00:00+00:00,-0.038613374330261574,0.4582302477146469,0.6769270623299433,1.395596859662572,1142,0.4441203114752199,-0.007813289978724214,0.009093874030726127,0.9028582451045708
2023-11-21 09:00:00+00:00,0.07626024363192951,0.4582302477146469,0.6769270623299433,1.2121302214801357,1143,0.4629595720264824,0.0,0.00545494386253988,0.9791184887365003
2023-11-21 10:00:00+00:00,-0.2858385716863636,0.3894157508870553,0.6240318508594376,1.0148782256262705,1144,0.4692473966139889,-0.05289521147050569,0.0018540209575197725,0.6932799170501367
